"Question","Answer"
"What are some interesting facts about Summer Babe?","Sorry, no answer found for Summer Babe."
"Who are the experts on Summer Babe?","Sorry, no answer found for Summer Babe."
"What are the benefits of learning about Summer Babe?","Sorry, no answer found for Summer Babe."
"What are the challenges of learning about Summer Babe?","Sorry, no answer found for Summer Babe."
"What is the history of Summer Babe?","Sorry, no answer found for Summer Babe."
"What are the future trends of Summer Babe?","Sorry, no answer found for Summer Babe."
"What is Lori Lori whats the story?","Sorry, no answer found for Lori Lori whats the story."
"Can you explain Lori Lori whats the story?","Sorry, no answer found for Lori Lori whats the story."
"What are the key points of Lori Lori whats the story?","Sorry, no answer found for Lori Lori whats the story."
"How does Lori Lori whats the story relate to when I got to work there was no snow, I just looked outside and the whole damned place is blanketed AGAIN!!!!!!!!

UPDATE:  I was just interrupted by this woman who wanted our broken moniters... and I said something that she found particularly amusing....
OH SWEET JESUS!!!!!!!!! Her laugh!!! was frightening... not only was it extrememly LOUD!! it was just fucking odd... scary odd...  I almost fell down... it scared the shit out of me... I thought she was going to yell at me or something... I'm still trying to calm my nerves....?","Sorry, no answer found for Lori Lori whats the story."
"What are some interesting facts about Lori Lori whats the story?","Sorry, no answer found for Lori Lori whats the story."
"Who are the experts on Lori Lori whats the story?","Sorry, no answer found for Lori Lori whats the story."
"What are the benefits of learning about Lori Lori whats the story?","Sorry, no answer found for Lori Lori whats the story."
"What are the challenges of learning about Lori Lori whats the story?","Sorry, no answer found for Lori Lori whats the story."
"What is the history of Lori Lori whats the story?","Sorry, no answer found for Lori Lori whats the story."
"What are the future trends of Lori Lori whats the story?","Sorry, no answer found for Lori Lori whats the story."
"What is Pissed off the Weather Gods?","Sorry, no answer found for Pissed off the Weather Gods."
"Can you explain Pissed off the Weather Gods?","Sorry, no answer found for Pissed off the Weather Gods."
"What are the key points of Pissed off the Weather Gods?","Sorry, no answer found for Pissed off the Weather Gods."
"How does Pissed off the Weather Gods relate to They must've read my comments regarding snow.  This morning, it started snowing when I woke up and by the time I hit the road it was a full on Blizzard... blech!!! It took forever to get here, and then when I did, I realized I forgot my keys to the office... so I had to have maintenance open the doors for me.  

I'm hungry... I so desire caffeine... but NO!!!  I will not cave.  I'm going to enjoy some decaf and lie to myself about its energizing contents.  Everyone waiting for a mix CD... most are done, but I need to make the covers... which I'll do today... sigh... maybe, and mail tomorrow... accept for Wevah.. whose got to wait for his triple artist combo CD... till I record it... maybe this weekend... everyone else... tomorrow or I'll drink Liquid Paper.?","Sorry, no answer found for Pissed off the Weather Gods."
"What are some interesting facts about Pissed off the Weather Gods?","Sorry, no answer found for Pissed off the Weather Gods."
"Who are the experts on Pissed off the Weather Gods?","Sorry, no answer found for Pissed off the Weather Gods."
"What are the benefits of learning about Pissed off the Weather Gods?","Sorry, no answer found for Pissed off the Weather Gods."
"What are the challenges of learning about Pissed off the Weather Gods?","Sorry, no answer found for Pissed off the Weather Gods."
"What is the history of Pissed off the Weather Gods?","Sorry, no answer found for Pissed off the Weather Gods."
"What are the future trends of Pissed off the Weather Gods?","Sorry, no answer found for Pissed off the Weather Gods."
"What is Mix CD Covers?","Sorry, no answer found for Mix CD Covers."
"Can you explain Mix CD Covers?","Sorry, no answer found for Mix CD Covers."
"What are the key points of Mix CD Covers?","Sorry, no answer found for Mix CD Covers."
"How does Mix CD Covers relate to Okay, I've now made four covers for Each individual... Its not my best work, but I they're still pretty ""neat"" to look at... 
So, Bellahalo, Wevah, RebelliousJukebox, and Neotwee will all have a mix cd coming their way...  uh... I'm mailing tomorrow... its too snowy to walk to the post office... ie...cold.

OH, and stay tuned for Volume 2?","Sorry, no answer found for Mix CD Covers."
"What are some interesting facts about Mix CD Covers?","Sorry, no answer found for Mix CD Covers."
"Who are the experts on Mix CD Covers?","Sorry, no answer found for Mix CD Covers."
"What are the benefits of learning about Mix CD Covers?","Sorry, no answer found for Mix CD Covers."
"What are the challenges of learning about Mix CD Covers?","Sorry, no answer found for Mix CD Covers."
"What is the history of Mix CD Covers?","Sorry, no answer found for Mix CD Covers."
"What are the future trends of Mix CD Covers?","Sorry, no answer found for Mix CD Covers."
"What is Killing me again.. its not my fault again?","Sorry, no answer found for Killing me again.. its not my fault again."
"Can you explain Killing me again.. its not my fault again?","Sorry, no answer found for Killing me again.. its not my fault again."
"What are the key points of Killing me again.. its not my fault again?","Sorry, no answer found for Killing me again.. its not my fault again."
"How does Killing me again.. its not my fault again relate to I've hit this impasse in my life where nothing matters.  This sickening complacency.  There is nothing to rouse me from the monotony of comfort.  I could wear a stupid shit-eating grin to greet people in hallways and elevators.  

The good old days... when addressed by my Manager about my work performance.
""Jenny, you're a good worker and you're up-selling really well, but you HAVE TO SMILE... its necessary that you smile.""

In 7th Grade by idiot sitting by me in Earth Science... 
""damn it... you never smile...hahhahah I'm gonna call you frowny... ha ha hey frowny""

Addressed by my mother ... uh... all the time...
""Miha, you need to smile... people are going to always think you're in a sour mood... you have one of those faces that just looks perpetually upset.""

For the last few years I've taken that advice... and made an effort to smile even when I wanted to scowl... and now the fruits of my labor.  I""m fucking nothing.  I feel nothing.  Its weird.  Maybe this is what its like to be an actor... Maybe I ought to move back to L.A.


<center><a href=""http://www.webkin.co.uk/poll-cat-index.html"" target=""_top""><img
 src=""http://www.webkin.co.uk/poll-cat-image1.gif"" border=""0""></a><br><br>Take the <a
    href=""http://www.webkin.co.uk/poll-cat-index.html"" target=""_top""><b>What Cat Are
                                   You?</b></a> test by <a
             href=""http://www.livejournal.com/userinfo.bml?user=webkin""><img
  src=""http://scottfreeman.socialreject.net/res/lj/userinfo.gif"" align=""top"" border=""0""></a>
        <a href=""http://www.livejournal.com/users/webkin/"">webkin</a>!</center>?","Sorry, no answer found for Killing me again.. its not my fault again."
"What are some interesting facts about Killing me again.. its not my fault again?","Sorry, no answer found for Killing me again.. its not my fault again."
"Who are the experts on Killing me again.. its not my fault again?","Sorry, no answer found for Killing me again.. its not my fault again."
"What are the benefits of learning about Killing me again.. its not my fault again?","Sorry, no answer found for Killing me again.. its not my fault again."
"What are the challenges of learning about Killing me again.. its not my fault again?","Sorry, no answer found for Killing me again.. its not my fault again."
"What is the history of Killing me again.. its not my fault again?","Sorry, no answer found for Killing me again.. its not my fault again."
"What are the future trends of Killing me again.. its not my fault again?","Sorry, no answer found for Killing me again.. its not my fault again."
"What is dirty pop?","Sorry, no answer found for dirty pop."
"Can you explain dirty pop?","Sorry, no answer found for dirty pop."
"What are the key points of dirty pop?","Sorry, no answer found for dirty pop."
"How does dirty pop relate to Last evening I spoke to Rob (old roommate in LA from Boston), and he made me realize how I'd glorified his memory.  Damn!!! He sucks!!! He definately deserves that homophobic bitch he's with.  Among other disgusting revelations, he admitted to hating the ""rabs"" and said he ""personally wanted to kill John Walker"".  I tried to explain this guy's situation, as much as I know which isn't much... but I hardly think he deserves such vehement hatred.  I had no idea what to say.  I lived with a fucking nazi!!!  He continued to share his sickening ""hobbies"" with me... and every retort I had to offer up, was pathetically rebutted with ""you're a damn communist""!  WHA??!!!  Oh, and here's the clincher...  He said I had some of his CD's... uh... Me thinks not... last time I checked there was no ""screwdriver"" among my music.   He actually said I had his ""indie"" CD's but he didn't care because ""I dont listen to that fag shit anymore"".  Good Lord!!! I lived with this guy!!!!???? 

Top 40 radio keeps me awake... this makes me more sad than all of the above.?","Sorry, no answer found for dirty pop."
"What are some interesting facts about dirty pop?","Sorry, no answer found for dirty pop."
"Who are the experts on dirty pop?","Sorry, no answer found for dirty pop."
"What are the benefits of learning about dirty pop?","Sorry, no answer found for dirty pop."
"What are the challenges of learning about dirty pop?","Sorry, no answer found for dirty pop."
"What is the history of dirty pop?","Sorry, no answer found for dirty pop."
"What are the future trends of dirty pop?","Sorry, no answer found for dirty pop."
"What is Yaya!!!!!!! Dont Stop!! Gimme more?","Sorry, no answer found for Yaya!!!!!!! Dont Stop!! Gimme more."
"Can you explain Yaya!!!!!!! Dont Stop!! Gimme more?","Sorry, no answer found for Yaya!!!!!!! Dont Stop!! Gimme more."
"What are the key points of Yaya!!!!!!! Dont Stop!! Gimme more?","Sorry, no answer found for Yaya!!!!!!! Dont Stop!! Gimme more."
"How does Yaya!!!!!!! Dont Stop!! Gimme more relate to So says Duckie in ""pretty in pink"".

I'm moving out of the prarie... Laura and Mary might miss me but not that blasted Nellie.  She's all pricks and needles!  Pa said he'll loan me 2 whole pennies!!!!!!  on account of my needin' ta fix up my credit at the mercantile.  Ma says he's doin' it to teach me and Willie about sharing.  

Update: this just in!!!!!!!

My dearest father hath recanted his most grand gesture of prosperous nature to instigate my fortuitious bullshitting...

I just spent a half hour hiding in the closet (haha) so Bryan doesn't know I'm over here... thank god he fucking left... He needs help!!!!!!!!!   Suzanne needs to be more assertive with these stalker types.  If it were up to me some regulatin' be takin' place.. I tell you what!!!!!!!!!!!!?","Sorry, no answer found for Yaya!!!!!!! Dont Stop!! Gimme more."
"What are some interesting facts about Yaya!!!!!!! Dont Stop!! Gimme more?","Sorry, no answer found for Yaya!!!!!!! Dont Stop!! Gimme more."
"Who are the experts on Yaya!!!!!!! Dont Stop!! Gimme more?","Sorry, no answer found for Yaya!!!!!!! Dont Stop!! Gimme more."
"What are the benefits of learning about Yaya!!!!!!! Dont Stop!! Gimme more?","Sorry, no answer found for Yaya!!!!!!! Dont Stop!! Gimme more."
"What are the challenges of learning about Yaya!!!!!!! Dont Stop!! Gimme more?","Sorry, no answer found for Yaya!!!!!!! Dont Stop!! Gimme more."
"What is the history of Yaya!!!!!!! Dont Stop!! Gimme more?","Sorry, no answer found for Yaya!!!!!!! Dont Stop!! Gimme more."
"What are the future trends of Yaya!!!!!!! Dont Stop!! Gimme more?","Sorry, no answer found for Yaya!!!!!!! Dont Stop!! Gimme more."
"What is The Cold November Rain?","Sorry, no answer found for The Cold November Rain."
"Can you explain The Cold November Rain?","Sorry, no answer found for The Cold November Rain."
"What are the key points of The Cold November Rain?","Sorry, no answer found for The Cold November Rain."
"How does The Cold November Rain relate to Sometimes I need some time on my own and sometimes I need to to spend with Suzanne before she moves. I'm gonna miss that little firecracker.  

Just left the parental house to commit myself to either decorating a tree or going to chruch.. I opted to decorate... not that I'm apposed to church, which I find to be the utlimate catharis when shit really feels outta whack... that ceremonial praying makes me feel so safe.  The years of forced completion of sacriments makes me feel an odd affinity toward the kneeling.  

We watched MS NBC and C-Span and I'm now positive the media is the unholy superpower.  Unbiased journalism never existed.  My brother told me of some website called Fair.com or something but I already forgot.  www.indymedia.com has no fact checking... any freakin person can editorialize their most liberal of thoughts...?","Sorry, no answer found for The Cold November Rain."
"What are some interesting facts about The Cold November Rain?","Sorry, no answer found for The Cold November Rain."
"Who are the experts on The Cold November Rain?","Sorry, no answer found for The Cold November Rain."
"What are the benefits of learning about The Cold November Rain?","Sorry, no answer found for The Cold November Rain."
"What are the challenges of learning about The Cold November Rain?","Sorry, no answer found for The Cold November Rain."
"What is the history of The Cold November Rain?","Sorry, no answer found for The Cold November Rain."
"What are the future trends of The Cold November Rain?","Sorry, no answer found for The Cold November Rain."
"What is Adorable Fake?","Sorry, no answer found for Adorable Fake."
"Can you explain Adorable Fake?","Sorry, no answer found for Adorable Fake."
"What are the key points of Adorable Fake?","Sorry, no answer found for Adorable Fake."
"How does Adorable Fake relate to Hey do any of you in LJ Land have a copy of Adorable's Fake Album?  Its on Creation records...  If so let me know... I'm going insane.  Its 40 bucks on Ebay!?","Sorry, no answer found for Adorable Fake."
"What are some interesting facts about Adorable Fake?","Sorry, no answer found for Adorable Fake."
"Who are the experts on Adorable Fake?","Sorry, no answer found for Adorable Fake."
"What are the benefits of learning about Adorable Fake?","Sorry, no answer found for Adorable Fake."
"What are the challenges of learning about Adorable Fake?","Sorry, no answer found for Adorable Fake."
"What is the history of Adorable Fake?","Sorry, no answer found for Adorable Fake."
"What are the future trends of Adorable Fake?","Sorry, no answer found for Adorable Fake."
"What is Upper Management?","Sorry, no answer found for Upper Management."
"Can you explain Upper Management?","Sorry, no answer found for Upper Management."
"What are the key points of Upper Management?","Sorry, no answer found for Upper Management."
"How does Upper Management relate to I just spent an hour and a half talking about what is truth with one of the big wigs (Chad) from the 8th floor.  The conversation was great, but I actually started to digress.  Thats so fucked up!   Maybe its because I sensed something sinister lurking in the conversation... yep.. my suspcion was realized when he asked me to have coffee with him ""off the clock"".  He's a great guy, but without getting into details... its not a good idea.  So, of course as this turn of events take place... the asshole manager from upstairs comes to my office amidst our conversation... and says, ""Jenny, you actually talk to this moron?""  
Me: ""yea.. he's great to talk to"" 
Tom:(motions to benevolent manager) ""Get out of here!""
Me: So, what do you want?
Tom: That prick to leave

I officially gave my notice today even though its in advance but I'm debating on whether or not to tell mr. FuckFace Tom just why I hate him so much... since he always asking... but I'm constantly silenced by fear of retribution.  I despise him!!! I want him to be violently ripped limb from limb... violent but slow so his nerve endings stagnate with physical pain.  This is how he makes me feel... with his fucked up perversed sexual comments he thinks noone knows about.. his fucked up threats to me... his infantile thwarts to anyone I dont hate... 

I hate this motherfucker... now... to tell or not to tell... that is the question.?","Sorry, no answer found for Upper Management."
"What are some interesting facts about Upper Management?","Sorry, no answer found for Upper Management."
"Who are the experts on Upper Management?","Sorry, no answer found for Upper Management."
"What are the benefits of learning about Upper Management?","Sorry, no answer found for Upper Management."
"What are the challenges of learning about Upper Management?","Sorry, no answer found for Upper Management."
"What is the history of Upper Management?","Sorry, no answer found for Upper Management."
"What are the future trends of Upper Management?","Sorry, no answer found for Upper Management."
"What is The apple is browning... like your blackened heart... soon I'll feel the wrath of fruity sin?","Sorry, no answer found for The apple is browning... like your blackened heart... soon I'll feel the wrath of fruity sin."
"Can you explain The apple is browning... like your blackened heart... soon I'll feel the wrath of fruity sin?","Sorry, no answer found for The apple is browning... like your blackened heart... soon I'll feel the wrath of fruity sin."
"What are the key points of The apple is browning... like your blackened heart... soon I'll feel the wrath of fruity sin?","Sorry, no answer found for The apple is browning... like your blackened heart... soon I'll feel the wrath of fruity sin."
"How does The apple is browning... like your blackened heart... soon I'll feel the wrath of fruity sin relate to I've got many reasons to want to leave here... and many to stay... the previous outweighing the latter.. but lets add one more to reasons to leave. (that sentence drank too much)

The lad I was talking about yesterday... the nice one ... well.. it seems he's got a little fancy for me... and thats okay because lord knows there are precious few people who share this outlook... well males... I score big with the ladies! yee haaw!

He came down here while I was bidding on ebay (on company time) and just sits down with me.   Then, he asked for my number....augh!!!!!! okay... he's nice and I dont want to hurt his feelings since that seems to be Tom's lot in life.  This blows... I'm thinking I just tip toe through the remainder of the month.  I narrowly escaped by saying I had a very important phone call.... uh... Sara is important but...

OH, speaking of <a href=""http://www.geocities.com/namedr0ps/srakdots.jpg"">Sara</a>, she sold all of her paintings the first night on the showing and <a href=""http://www.geocities.com/namedr0ps/metal.jpg"">she's</a> having a show in March... yay.. .and she has cigarettes: a precious saviour pour moi... (I'm out of ciggys)... 

This apple is evil ................and so art thou!?","Sorry, no answer found for The apple is browning... like your blackened heart... soon I'll feel the wrath of fruity sin."
"What are some interesting facts about The apple is browning... like your blackened heart... soon I'll feel the wrath of fruity sin?","Sorry, no answer found for The apple is browning... like your blackened heart... soon I'll feel the wrath of fruity sin."
"Who are the experts on The apple is browning... like your blackened heart... soon I'll feel the wrath of fruity sin?","Sorry, no answer found for The apple is browning... like your blackened heart... soon I'll feel the wrath of fruity sin."
"What are the benefits of learning about The apple is browning... like your blackened heart... soon I'll feel the wrath of fruity sin?","Sorry, no answer found for The apple is browning... like your blackened heart... soon I'll feel the wrath of fruity sin."
"What are the challenges of learning about The apple is browning... like your blackened heart... soon I'll feel the wrath of fruity sin?","Sorry, no answer found for The apple is browning... like your blackened heart... soon I'll feel the wrath of fruity sin."
"What is the history of The apple is browning... like your blackened heart... soon I'll feel the wrath of fruity sin?","Sorry, no answer found for The apple is browning... like your blackened heart... soon I'll feel the wrath of fruity sin."
"What are the future trends of The apple is browning... like your blackened heart... soon I'll feel the wrath of fruity sin?","Sorry, no answer found for The apple is browning... like your blackened heart... soon I'll feel the wrath of fruity sin."
"What is suzanne will be gone soon?","Sorry, no answer found for suzanne will be gone soon."
"Can you explain suzanne will be gone soon?","Sorry, no answer found for suzanne will be gone soon."
"What are the key points of suzanne will be gone soon?","Sorry, no answer found for suzanne will be gone soon."
"How does suzanne will be gone soon relate to she's leaving in less than a week.... how will I survive?  How can life go on?  HOW!!???  Jessikah Drag-on will be here on friday... wee ! wee !  I just read my old ebay account info... that my former jackoff boss used to pathetically fuck me over... there are some harsh words from sellers.  It wasn't me ... if only they'd listen... and... uh.. care.  I would never bid on fucking Tiki Glasses or Black Flag... no not me!!! NEVER!!!!!!!!!!  now, if someone gave such items to me, I'd politely accept, but the black flag wouldn't get much use.  I can always use glasses.

yea.. you can tell I have nothing to say.... none of this piddle erases the fact that suzanne will be taking the exit off the freeway of    LOVE.....      or something else.. like uh...  passing the time... but I dont think freeway of passing the time has as much of a ring... granted, I'm not in love with her, but it just sounds better...?","Sorry, no answer found for suzanne will be gone soon."
"What are some interesting facts about suzanne will be gone soon?","Sorry, no answer found for suzanne will be gone soon."
"Who are the experts on suzanne will be gone soon?","Sorry, no answer found for suzanne will be gone soon."
"What are the benefits of learning about suzanne will be gone soon?","Sorry, no answer found for suzanne will be gone soon."
"What are the challenges of learning about suzanne will be gone soon?","Sorry, no answer found for suzanne will be gone soon."
"What is the history of suzanne will be gone soon?","Sorry, no answer found for suzanne will be gone soon."
"What are the future trends of suzanne will be gone soon?","Sorry, no answer found for suzanne will be gone soon."
"What is Someone stop me!!!?","Sorry, no answer found for Someone stop me!!!."
"Can you explain Someone stop me!!!?","Sorry, no answer found for Someone stop me!!!."
"What are the key points of Someone stop me!!!?","Sorry, no answer found for Someone stop me!!!."
"How does Someone stop me!!! relate to I'm out of control!!! I just bought 9 fucking albums on Ebay... I'm trying (not very hard) to save money for my departure from Republica and damn it... I keep finding things I've wanted since the dawn of the ages.  Well, some of it is frivolous... but none of these are purchaseable via catalog... so psh!!! I'm doing something good... very good.  My record player is going to leave me for my parents, which means I wont even be able to listen to one of beloved albums newbies..but if the guy sends it soon... I can commit the sound to cassette.   

This morning Suzanne and I watched the Hewlett's Daughter video from my CD single which by the way there is no point in buying both of them.  They have the same songs on them... one has more.. I think its the pink one... I forget.  

It took me a fucking hour and a half to get to boise today... (normal eta: 30 mins) due to snow and idiots.   Well, once again, my meandering country bumpkin existence is stagnating before my eyes and anyone unlucky enough to be reading this.  Sad... truely truely sad...?","Sorry, no answer found for Someone stop me!!!."
"What are some interesting facts about Someone stop me!!!?","Sorry, no answer found for Someone stop me!!!."
"Who are the experts on Someone stop me!!!?","Sorry, no answer found for Someone stop me!!!."
"What are the benefits of learning about Someone stop me!!!?","Sorry, no answer found for Someone stop me!!!."
"What are the challenges of learning about Someone stop me!!!?","Sorry, no answer found for Someone stop me!!!."
"What is the history of Someone stop me!!!?","Sorry, no answer found for Someone stop me!!!."
"What are the future trends of Someone stop me!!!?","Sorry, no answer found for Someone stop me!!!."
"What is Thai Hangover?","Sorry, no answer found for Thai Hangover."
"Can you explain Thai Hangover?","Sorry, no answer found for Thai Hangover."
"What are the key points of Thai Hangover?","Sorry, no answer found for Thai Hangover."
"How does Thai Hangover relate to My misery only begins with the physical symptoms I'm now experiencing.  Last night we went to this pricey new Thai restaurant for Suzanne's going away get-together.  This isn't especially note-worthy, only a nod to my current nausea.

Later we agreed to get some drinks at the Neurolux.  Suzanne dropped me off and took my car to ""Kool Keith's"" apartment to give him his holiday ""greeting"".  Obviously I didn't want to be present among such festivities.  So, I sat alone at the neurolux drinking my vanilla stolli and cokes, chain smoking, casually noticing people from my ancient boise past.

Then everything got really lame.  Theo walked in with his fellow sushi chef co-hort, Robbie and they sat with me.  Theo had this really silly grin, and quickly he was waaaaaaay too close to me.  The truely horrid part was that I was fast approaching ""drunk"" status and didn't notice.  In fact, I was flirting with him... NO!!!!!!!  Eeewww, I remember getting uber ""touchy-feely"" and somehow me saying, ""I only like catholic boys""...and him replying with ""I'm catholic!""... which he's not, but I only remember that when I'm sober...what the fuck is that?  First of all, I've only ever dated one catholic guy and he believed Nancy Regan was behind the Straight-Edge movement, so my little declaration is crap.  The only ex I ever loved was Jewish...eh go figure.  

Little blurbs of last night keep popping in my mind and I'm getting post-tramatic-embarassment.  Theo's little sister is marrying my friend, and somehow we got on that subject and ended up with him telling me that he'd give me the ""hookup's""  if I visited him at work... and something about riding on his scooter and his vintage bike...fuck I dunno.  I just feel super lame.  Suzanne eventually showed up, sober, and I guess I promised we'd go to Zuttos (sushi hipster restaurant theo works for).  Suzanne is obsessed with sushi.  I could care less, but damn it,  she called today and I fear we may be having sushi for lunch.  NO!!!!!!  I cant look theo in the face.... ewwww  what the hell.  I'm not drinking anymore!!!!!! NO MORE!!!!?","Sorry, no answer found for Thai Hangover."
"What are some interesting facts about Thai Hangover?","Sorry, no answer found for Thai Hangover."
"Who are the experts on Thai Hangover?","Sorry, no answer found for Thai Hangover."
"What are the benefits of learning about Thai Hangover?","Sorry, no answer found for Thai Hangover."
"What are the challenges of learning about Thai Hangover?","Sorry, no answer found for Thai Hangover."
"What is the history of Thai Hangover?","Sorry, no answer found for Thai Hangover."
"What are the future trends of Thai Hangover?","Sorry, no answer found for Thai Hangover."
"What is While you were sleeping?","Sorry, no answer found for While you were sleeping."
"Can you explain While you were sleeping?","Sorry, no answer found for While you were sleeping."
"What are the key points of While you were sleeping?","Sorry, no answer found for While you were sleeping."
"How does While you were sleeping relate to This weekend has sustained my fix of drama for the week.  First, Rockabilly Phil and I had words... relatively decent words.  No details on that...   Next, Man Or Astroman was cancelled because I-84 was closed from Baker to Ontario, OR.  Keith and Suzanne have exchanged L's... and mix cd's.  That boy really knows his music.  And last on the agenda because its honestly the only FUCKING THING I CAN THINK ABOUT!!!!!!

Some motherfucker stole my debit card info, my social sec#, home address, phone, and other vital info to order motherfucking art supplies from ""while you were sleeping"" magazine.  The fuckface spent 300 of my dollars on friday, causing my account to go over, and my bank has informed me that there may be thousands of dollars more to be posted since it was a weekend... IF I FIND YOU .. YOU DUMBASS, YOU'LL DIE!!!!!!!!!!!  You gave your shipping address and your name... and the lovely people at ""while you were sleeping""  have been calling me to give me up to the minute info...  Oh, you'll get your fucking art supplies... but you'll also get the beating of a lifetime.  I had to borrow money just to get drinks last night because my account was negative... and I'm out of cigarettes, but I cant buy any... If I know the person... they'll still feel the wrath of stealing what pathetic income I have.?","Sorry, no answer found for While you were sleeping."
"What are some interesting facts about While you were sleeping?","Sorry, no answer found for While you were sleeping."
"Who are the experts on While you were sleeping?","Sorry, no answer found for While you were sleeping."
"What are the benefits of learning about While you were sleeping?","Sorry, no answer found for While you were sleeping."
"What are the challenges of learning about While you were sleeping?","Sorry, no answer found for While you were sleeping."
"What is the history of While you were sleeping?","Sorry, no answer found for While you were sleeping."
"What are the future trends of While you were sleeping?","Sorry, no answer found for While you were sleeping."
"What is Sick of waiting?","Sorry, no answer found for Sick of waiting."
"Can you explain Sick of waiting?","Sorry, no answer found for Sick of waiting."
"What are the key points of Sick of waiting?","Sorry, no answer found for Sick of waiting."
"How does Sick of waiting relate to I'm just stagnating here.  These trivial little encounters mean nothing yet they break the monotony of life.  I'm going to check my messages...  Damn it ""W.Y.W.S"" call!!!!!!!!!!!?","Sorry, no answer found for Sick of waiting."
"What are some interesting facts about Sick of waiting?","Sorry, no answer found for Sick of waiting."
"Who are the experts on Sick of waiting?","Sorry, no answer found for Sick of waiting."
"What are the benefits of learning about Sick of waiting?","Sorry, no answer found for Sick of waiting."
"What are the challenges of learning about Sick of waiting?","Sorry, no answer found for Sick of waiting."
"What is the history of Sick of waiting?","Sorry, no answer found for Sick of waiting."
"What are the future trends of Sick of waiting?","Sorry, no answer found for Sick of waiting."
"What is Okay, you've succeeded...?","Sorry, no answer found for Okay, you've succeeded...."
"Can you explain Okay, you've succeeded...?","Sorry, no answer found for Okay, you've succeeded...."
"What are the key points of Okay, you've succeeded...?","Sorry, no answer found for Okay, you've succeeded...."
"How does Okay, you've succeeded... relate to If the desired goal of stealing all my money was as intentional as they inform me, than they've  accomplished breaking my will.  I now have no money.  None!! I had to borrow 100 from Suzanne and that got dissolved (easily) into the instigated overdrafts.  I'm so negative in the bank, being positive in mind is impossible.  They may prevent me from leaving here as planned.  I have NO money.  I cant borrow from anyone.  I cant pay my phone bill.  I have NO gas to get to work tomorrow.  I'm lucky I made it today.  I had to go to the restroom to fucking cry, because I'm so stressed out, and didn't want my boss to witness my pathetic dissent.   The only solace I have is that I'm going to find out, where, who, and what they got with my tiny earnings.  Thanks to this shithead, I cant do anything this weekend that requires money.  Yea, my friends are like, dont worry about it... but I cant help but worry.  I've never been this negative... it feels so stressful... plus the bank ""says"" their gonna help me, but what if they charge me for all the overdrafts.  My mom just yelled at me... My second cousin died...  Life just sucks...  I hung up on my mom, and I know she's thinking I'm the most selfish person in the world.  She's going to a funeral for xmas, and I'm asking for 30 bucks to pay the phone bill.  She started yelling, and I swear I just couldn't take it, so I hung up.  Than my boss laughed at the situation, and I fucking started crying...  I dont like my mom to be the butt of some modern joke.  Its not her fault she's stressed out, much as its not mine some asshole stole my money.  I hate xmas... I really do... I hope this is the last xmas I ever have to celebrate because no matter how good it seems, it never relents with its depressing scene.?","Sorry, no answer found for Okay, you've succeeded...."
"What are some interesting facts about Okay, you've succeeded...?","Sorry, no answer found for Okay, you've succeeded...."
"Who are the experts on Okay, you've succeeded...?","Sorry, no answer found for Okay, you've succeeded...."
"What are the benefits of learning about Okay, you've succeeded...?","Sorry, no answer found for Okay, you've succeeded...."
"What are the challenges of learning about Okay, you've succeeded...?","Sorry, no answer found for Okay, you've succeeded...."
"What is the history of Okay, you've succeeded...?","Sorry, no answer found for Okay, you've succeeded...."
"What are the future trends of Okay, you've succeeded...?","Sorry, no answer found for Okay, you've succeeded...."
"What is Shirlokee@hotmail.com?","Sorry, no answer found for Shirlokee@hotmail.com."
"Can you explain Shirlokee@hotmail.com?","Sorry, no answer found for Shirlokee@hotmail.com."
"What are the key points of Shirlokee@hotmail.com?","Sorry, no answer found for Shirlokee@hotmail.com."
"How does Shirlokee@hotmail.com relate to This fucker is the person who fucked up my money situation. I dont know who they are, and I have no way of finding them accept for this email address, which does nothing for me... so feel free to harass them!!!! They are evil!!! and if you know.. which I seriously doubt, who they are,  PLEASE TELL ME!!!!!!!!!!!!!!!!!!!!!!!!!!!!

Shirlokee@hotmail.com
Shirlokee@hotmail.com
Shirlokee@hotmail.com
Shirlokee@hotmail.com
Shirlokee@hotmail.com
Shirlokee@hotmail.com
Shirlokee@hotmail.com
Shirlokee@hotmail.com
Shirlokee@hotmail.com
Shirlokee@hotmail.com
Shirlokee@hotmail.com
Shirlokee@hotmail.com?","Sorry, no answer found for Shirlokee@hotmail.com."
"What are some interesting facts about Shirlokee@hotmail.com?","Sorry, no answer found for Shirlokee@hotmail.com."
"Who are the experts on Shirlokee@hotmail.com?","Sorry, no answer found for Shirlokee@hotmail.com."
"What are the benefits of learning about Shirlokee@hotmail.com?","Sorry, no answer found for Shirlokee@hotmail.com."
"What are the challenges of learning about Shirlokee@hotmail.com?","Sorry, no answer found for Shirlokee@hotmail.com."
"What is the history of Shirlokee@hotmail.com?","Sorry, no answer found for Shirlokee@hotmail.com."
"What are the future trends of Shirlokee@hotmail.com?","Sorry, no answer found for Shirlokee@hotmail.com."
"What is I hope you're disemboweled?","Sorry, no answer found for I hope you're disemboweled."
"Can you explain I hope you're disemboweled?","Sorry, no answer found for I hope you're disemboweled."
"What are the key points of I hope you're disemboweled?","Sorry, no answer found for I hope you're disemboweled."
